Feature ID,Chemical Name,Ionization Mode,DTXCID,Correct SSM structure,Number of candidate structures for feature,Chemical metadata score,MS2 score (pos),MS2 score (neg),Hazard score,Chemical metadata rank,MS2 rank (pos),MS2 rank (neg),Hazard rank
2532,desmethylsertraline,ESI+,DTXCID70701971,FALSE,79,0.03,0.15,,1.00,37,42,,7
2532,desmethylsertraline,ESI+,DTXCID70724448,FALSE,79,0.03,0.16,,1.00,37,41,,7
2532,desmethylsertraline,ESI+,DTXCID801137959,FALSE,79,0.01,0.31,,1.00,39,13,,7
2532,desmethylsertraline,ESI+,DTXCID80134938,FALSE,79,0.39,0.07,,3.00,5,71,,2
2532,desmethylsertraline,ESI+,DTXCID80452583,FALSE,79,0.03,0.29,,1.50,37,21,,6
2532,desmethylsertraline,ESI+,DTXCID80493390,FALSE,79,0.03,0.07,,1.00,36,69,,7
2532,desmethylsertraline,ESI+,DTXCID80539227,FALSE,79,0.04,0.08,,3.00,29,65,,2
2532,desmethylsertraline,ESI+,DTXCID80642361,FALSE,79,0.04,0.51,,1.00,29,2,,7
2532,desmethylsertraline,ESI+,DTXCID80744733,FALSE,79,0.03,0.01,,1.00,37,78,,7
2532,desmethylsertraline,ESI+,DTXCID901321987,FALSE,79,0.04,0.22,,3.00,29,36,,2
2532,desmethylsertraline,ESI+,DTXCID90306482,FALSE,79,0.17,0.08,,1.00,7,66,,7
2532,desmethylsertraline,ESI+,DTXCID90319355,FALSE,79,0.07,0.20,,2.00,17,37,,5
2532,desmethylsertraline,ESI+,DTXCID90435069,FALSE,79,0.03,0.30,,3.00,37,20,,2
2532,desmethylsertraline,ESI+,DTXCID90474655,FALSE,79,0.03,0.40,,1.00,37,5,,7
2532,desmethylsertraline,ESI+,DTXCID90486814,FALSE,79,0.03,0.30,,1.00,34,19,,7
2532,desmethylsertraline,ESI+,DTXCID90493503,FALSE,79,0.03,0.11,,3.00,34,55,,2
2532,desmethylsertraline,ESI+,DTXCID90553272,FALSE,79,0.03,0.25,,1.00,33,29,,7
2532,desmethylsertraline,ESI+,DTXCID90642392,FALSE,79,0.03,0.35,,1.00,37,10,,7
2565,10-hydroxy-amitriptyline,ESI+,DTXCID001402754,FALSE,111,0.13,0.78,,3.50,22,18,,4
2565,10-hydroxy-amitriptyline,ESI+,DTXCID00223272,FALSE,111,4.14,0.81,,3.00,3,15,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID00298884,FALSE,111,0.27,0.25,,3.00,14,110,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID00507685,FALSE,111,0.03,0.37,,2.00,44,107,,11
2565,10-hydroxy-amitriptyline,ESI+,DTXCID00559164,FALSE,111,0.07,0.60,,3.00,35,47,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID00692186,FALSE,111,0.06,0.52,,0.00,39,72,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID00822643,FALSE,111,0.07,0.85,,3.00,32,11,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID00876742,FALSE,111,0.57,0.75,,3.00,7,22,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID00880743,FALSE,111,0.06,0.86,,0.00,40,10,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID101371469,FALSE,111,0.06,0.86,,4.44,40,9,,2
2565,10-hydroxy-amitriptyline,ESI+,DTXCID101381789,FALSE,111,0.12,0.22,,3.00,24,111,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID101472130,FALSE,111,0.13,0.51,,0.00,22,74,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID10208318,FALSE,111,0.31,0.72,,3.00,12,25,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID1041182,FALSE,111,1.17,0.40,,2.64,5,101,,7
2565,10-hydroxy-amitriptyline,ESI+,DTXCID10481447,FALSE,111,0.07,0.49,,3.00,37,78,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID10593498,FALSE,111,0.06,0.49,,3.00,40,81,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID10593953,FALSE,111,0.10,0.40,,3.00,31,102,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID10594405,FALSE,111,0.06,0.55,,2.00,40,62,,11
2565,10-hydroxy-amitriptyline,ESI+,DTXCID10812974,FALSE,111,0.57,0.65,,3.00,8,37,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID20139942,FALSE,111,0.10,0.47,,3.00,31,84,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID201441170,FALSE,111,0.06,0.67,,4.00,40,34,,3
2565,10-hydroxy-amitriptyline,ESI+,DTXCID201457955,FALSE,111,0.03,0.54,,0.00,44,67,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID20556231,FALSE,111,0.03,0.55,,3.00,42,61,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID20593424,FALSE,111,0.06,0.45,,0.00,40,92,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID20593500,FALSE,111,0.10,0.49,,3.00,31,79,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID20876749,FALSE,111,0.13,0.71,,3.00,22,26,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID20897358,FALSE,111,0.10,0.82,,0.00,27,13,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID20974077,FALSE,111,0.03,0.41,,3.00,44,100,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID20983220,FALSE,111,0.06,0.92,,0.00,40,5,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID301036645,FALSE,111,0.06,0.61,,0.00,40,44,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID301060426,FALSE,111,0.03,0.46,,3.00,44,91,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID30388464,FALSE,111,0.19,0.46,,3.00,18,89,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID30415688,FALSE,111,0.10,0.64,,3.00,31,38,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID30593874,FALSE,111,0.06,0.44,,2.00,40,97,,11
2565,10-hydroxy-amitriptyline,ESI+,DTXCID30593950,FALSE,111,0.10,0.46,,1.00,31,87,,13
2565,10-hydroxy-amitriptyline,ESI+,DTXCID30593955,FALSE,111,0.06,0.36,,2.00,40,109,,11
2565,10-hydroxy-amitriptyline,ESI+,DTXCID30594326,FALSE,111,0.06,0.45,,0.00,40,94,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID30594402,FALSE,111,0.10,0.49,,0.00,31,82,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID30670912,FALSE,111,0.03,0.67,,3.00,43,33,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID30756563,FALSE,111,0.06,0.65,,3.00,40,36,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID30840294,FALSE,111,0.04,0.38,,2.00,41,106,,11
2565,10-hydroxy-amitriptyline,ESI+,DTXCID30920626,FALSE,111,0.07,0.66,,3.00,36,35,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID30958828,FALSE,111,0.10,0.81,,3.00,31,14,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID4026187,FALSE,111,1.85,0.67,,4.00,4,32,,3
2565,10-hydroxy-amitriptyline,ESI+,DTXCID40276343,FALSE,111,0.17,0.47,,3.00,19,85,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID40343448,FALSE,111,0.54,0.61,,1.00,9,45,,13
2565,10-hydroxy-amitriptyline,ESI+,DTXCID40593502,FALSE,111,0.10,0.43,,3.00,31,98,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID40699558,FALSE,111,0.06,0.74,,3.00,40,24,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID40846641,FALSE,111,0.47,0.76,,3.00,10,21,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID4093433,FALSE,111,0.34,0.70,,3.25,11,28,,5
2565,10-hydroxy-amitriptyline,ESI+,DTXCID40973709,FALSE,111,0.03,0.52,,3.00,44,73,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID501471053,FALSE,111,0.13,0.57,,3.00,20,54,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID50515876,FALSE,111,0.10,0.61,,3.00,29,46,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID50593497,FALSE,111,0.06,0.55,,1.00,40,63,,13
2565,10-hydroxy-amitriptyline,ESI+,DTXCID50593952,FALSE,111,0.10,0.46,,2.50,31,88,,8
2565,10-hydroxy-amitriptyline,ESI+,DTXCID50594404,FALSE,111,0.06,0.49,,0.00,40,80,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID50690874,FALSE,111,0.10,0.45,,0.00,30,95,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID50873423,FALSE,111,0.06,0.63,,0.00,40,40,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID50901710,FALSE,111,0.13,0.57,,3.00,22,52,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID50936042,FALSE,111,0.03,0.79,,3.00,44,17,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID50980025,FALSE,111,0.03,0.46,,3.00,44,90,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID601012002,TRUE,111,4.29,0.98,,3.00,1,2,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID60140153,FALSE,111,0.10,0.50,,1.00,31,76,,13
2565,10-hydroxy-amitriptyline,ESI+,DTXCID601403843,FALSE,111,0.20,0.58,,3.00,17,49,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID601418232,FALSE,111,0.06,0.61,,3.00,40,43,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID601467665,FALSE,111,0.10,0.57,,0.00,27,51,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID60202104,FALSE,111,0.13,0.69,,6.00,22,30,,1
2565,10-hydroxy-amitriptyline,ESI+,DTXCID60519380,FALSE,111,0.07,0.53,,3.00,34,68,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID60593423,FALSE,111,0.10,0.56,,0.00,31,56,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID60879638,FALSE,111,0.06,0.89,,3.00,40,6,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID60880880,FALSE,111,0.06,0.64,,0.00,40,39,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID701071877,FALSE,111,0.06,0.63,,2.33,40,42,,9
2565,10-hydroxy-amitriptyline,ESI+,DTXCID701452843,FALSE,111,0.07,1.01,,0.00,38,1,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID701455978,FALSE,111,0.06,0.60,,0.00,40,48,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID701467599,FALSE,111,0.03,0.89,,0.00,44,7,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID701468109,FALSE,111,0.03,0.53,,0.00,44,70,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID701471061,FALSE,111,0.13,0.57,,0.00,20,50,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID70201385,FALSE,111,0.06,0.56,,0.00,40,59,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID70572209,FALSE,111,0.22,0.45,,2.50,16,93,,8
2565,10-hydroxy-amitriptyline,ESI+,DTXCID70593499,FALSE,111,0.06,0.55,,2.00,40,64,,11
2565,10-hydroxy-amitriptyline,ESI+,DTXCID70593873,FALSE,111,0.10,0.50,,0.00,31,77,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID70593954,FALSE,111,0.06,0.46,,1.00,40,86,,13
2565,10-hydroxy-amitriptyline,ESI+,DTXCID70594325,FALSE,111,0.10,0.56,,0.00,31,58,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID70594401,FALSE,111,0.10,0.55,,2.50,31,65,,8
2565,10-hydroxy-amitriptyline,ESI+,DTXCID70594406,FALSE,111,0.06,0.43,,0.00,40,99,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID70975973,FALSE,111,0.03,0.77,,3.00,44,20,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID801395933,FALSE,111,0.11,0.56,,3.50,25,55,,4
2565,10-hydroxy-amitriptyline,ESI+,DTXCID80198651,FALSE,111,0.06,0.93,,0.00,40,4,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID80200849,FALSE,111,0.13,0.48,,0.00,21,83,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID80224868,FALSE,111,0.65,0.74,,3.00,6,23,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID80343780,FALSE,111,0.12,0.38,,1.50,23,105,,12
2565,10-hydroxy-amitriptyline,ESI+,DTXCID80498527,FALSE,111,0.24,0.38,,3.00,15,104,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID80571208,FALSE,111,0.07,0.53,,0.00,33,69,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID80593425,FALSE,111,0.06,0.57,,0.00,40,53,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID80593501,FALSE,111,0.06,0.55,,3.00,40,60,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID80794293,FALSE,111,0.03,0.52,,3.00,44,71,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID80880741,FALSE,111,0.29,0.70,,2.50,13,29,,8
2565,10-hydroxy-amitriptyline,ESI+,DTXCID8094411,FALSE,111,0.06,0.87,,3.00,40,8,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID8094413,FALSE,111,0.13,0.80,,3.00,22,16,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID901044200,FALSE,111,0.06,0.82,,3.00,40,12,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID90118249,FALSE,111,4.15,0.71,,2.25,2,27,,10
2565,10-hydroxy-amitriptyline,ESI+,DTXCID901340731,FALSE,111,0.06,0.37,,0.00,40,108,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID901368587,FALSE,111,0.13,0.96,,3.00,22,3,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID901389599,FALSE,111,0.10,0.68,,3.00,31,31,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID90223685,FALSE,111,0.10,0.44,,3.00,31,96,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID90397799,FALSE,111,0.10,0.77,,3.00,28,19,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID90593875,FALSE,111,0.10,0.50,,2.00,31,75,,11
2565,10-hydroxy-amitriptyline,ESI+,DTXCID90593951,FALSE,111,0.10,0.40,,3.00,31,103,,6
2565,10-hydroxy-amitriptyline,ESI+,DTXCID90594327,FALSE,111,0.10,0.56,,0.00,31,57,,14
2565,10-hydroxy-amitriptyline,ESI+,DTXCID90594403,FALSE,111,0.10,0.55,,2.00,31,66,,11
2565,10-hydroxy-amitriptyline,ESI+,DTXCID90952761,FALSE,111,0.11,0.63,,3.00,26,41,,6
2599,norfluoxetine,ESI+,DTXCID001037206,FALSE,148,0.01,,,1.00,73,,,12
2599,norfluoxetine,ESI+,DTXCID00104577,FALSE,148,0.09,0.55,,1.00,16,110,,12
2599,norfluoxetine,ESI+,DTXCID00129149,FALSE,148,0.03,0.76,,3.00,69,26,,5
2599,norfluoxetine,ESI+,DTXCID00166574,FALSE,148,0.08,0.59,,1.00,19,90,,12
2599,norfluoxetine,ESI+,DTXCID00202269,FALSE,148,0.03,0.75,,0.00,70,29,,13
2599,norfluoxetine,ESI+,DTXCID00226985,FALSE,148,0.04,0.64,,3.00,56,66,,5
2599,norfluoxetine,ESI+,DTXCID00283098,FALSE,148,0.15,0.77,,1.00,10,23,,12
2599,norfluoxetine,ESI+,DTXCID00389504,FALSE,148,0.04,0.68,,1.00,51,53,,12
2599,norfluoxetine,ESI+,DTXCID00458643,FALSE,148,0.05,0.40,,3.00,42,138,,5
2599,norfluoxetine,ESI+,DTXCID00657573,FALSE,148,0.01,0.73,,0.00,73,35,,13
2599,norfluoxetine,ESI+,DTXCID00867296,FALSE,148,0.29,0.67,,1.00,5,56,,12
2599,norfluoxetine,ESI+,DTXCID00892987,FALSE,148,0.05,0.61,,3.00,43,82,,5
2599,norfluoxetine,ESI+,DTXCID101002325,FALSE,148,0.03,0.50,,1.00,69,121,,12
2599,norfluoxetine,ESI+,DTXCID101072691,FALSE,148,0.08,0.56,,2.00,20,104,,9
2599,norfluoxetine,ESI+,DTXCID101250853,FALSE,148,0.03,0.45,,3.00,70,130,,5
2599,norfluoxetine,ESI+,DTXCID101315908,FALSE,148,0.05,0.86,,0.00,39,6,,13
2599,norfluoxetine,ESI+,DTXCID101345670,FALSE,148,0.06,0.68,,1.00,30,51,,12
2599,norfluoxetine,ESI+,DTXCID101357746,FALSE,148,0.04,0.55,,2.50,56,108,,6
2599,norfluoxetine,ESI+,DTXCID101364098,FALSE,148,0.05,0.72,,2.50,35,36,,6
2599,norfluoxetine,ESI+,DTXCID101404777,FALSE,148,0.03,0.67,,0.00,70,54,,13
2599,norfluoxetine,ESI+,DTXCID10142667,FALSE,148,0.07,0.73,,3.00,26,32,,5
2599,norfluoxetine,ESI+,DTXCID10239364,FALSE,148,0.04,0.33,,2.50,52,143,,6
2599,norfluoxetine,ESI+,DTXCID10302224,FALSE,148,0.01,0.71,,1.00,73,39,,12
2599,norfluoxetine,ESI+,DTXCID10482176,FALSE,148,0.03,0.58,,1.00,61,92,,12
2599,norfluoxetine,ESI+,DTXCID10537014,FALSE,148,0.06,0.70,,1.00,32,45,,12
2599,norfluoxetine,ESI+,DTXCID10572824,FALSE,148,0.03,0.81,,2.00,57,16,,9
2599,norfluoxetine,ESI+,DTXCID10580368,FALSE,148,0.04,0.55,,2.50,47,109,,6
2599,norfluoxetine,ESI+,DTXCID10636117,FALSE,148,0.03,0.85,,3.00,70,10,,5
2599,norfluoxetine,ESI+,DTXCID10712667,FALSE,148,0.03,0.79,,1.00,70,20,,12
2599,norfluoxetine,ESI+,DTXCID10931836,FALSE,148,0.03,0.69,,1.50,70,47,,10
2599,norfluoxetine,ESI+,DTXCID201131696,FALSE,148,0.01,0.50,,1.00,73,120,,12
2599,norfluoxetine,ESI+,DTXCID201377634,FALSE,148,0.04,0.57,,1.00,44,98,,12
2599,norfluoxetine,ESI+,DTXCID20219273,FALSE,148,0.15,0.56,,4.50,11,105,,3
2599,norfluoxetine,ESI+,DTXCID20427619,FALSE,148,0.06,0.40,,1.00,31,137,,12
2599,norfluoxetine,ESI+,DTXCID20505901,FALSE,148,0.03,0.99,,1.50,65,1,,10
2599,norfluoxetine,ESI+,DTXCID20531220,FALSE,148,0.03,0.70,,1.00,58,46,,12
2599,norfluoxetine,ESI+,DTXCID20715402,FALSE,148,0.03,0.56,,1.00,70,103,,12
2599,norfluoxetine,ESI+,DTXCID20825691,FALSE,148,0.07,0.88,,3.00,22,4,,5
2599,norfluoxetine,ESI+,DTXCID20860764,FALSE,148,0.05,0.77,,3.00,42,24,,5
2599,norfluoxetine,ESI+,DTXCID20872923,FALSE,148,0.00,0.74,,0.00,74,31,,13
2599,norfluoxetine,ESI+,DTXCID20921405,FALSE,148,0.01,0.78,,1.00,73,21,,12
2599,norfluoxetine,ESI+,DTXCID301041272,FALSE,148,0.01,0.54,,1.50,73,114,,10
2599,norfluoxetine,ESI+,DTXCID301322420,FALSE,148,0.03,0.80,,2.50,62,18,,6
2599,norfluoxetine,ESI+,DTXCID30301239,FALSE,148,0.09,0.64,,1.00,17,67,,12
2599,norfluoxetine,ESI+,DTXCID30634155,FALSE,148,0.04,0.58,,3.00,48,91,,5
2599,norfluoxetine,ESI+,DTXCID30642477,FALSE,148,0.03,0.45,,3.00,70,129,,5
2599,norfluoxetine,ESI+,DTXCID30738849,FALSE,148,0.01,0.73,,1.00,73,34,,12
2599,norfluoxetine,ESI+,DTXCID30757590,FALSE,148,0.01,0.46,,1.00,73,127,,12
2599,norfluoxetine,ESI+,DTXCID30781214,FALSE,148,0.03,0.59,,1.00,70,84,,12
2599,norfluoxetine,ESI+,DTXCID30782281,FALSE,148,0.01,0.53,,1.00,71,116,,12
2599,norfluoxetine,ESI+,DTXCID30960224,FALSE,148,0.03,0.85,,3.00,70,7,,5
2599,norfluoxetine,ESI+,DTXCID30985937,FALSE,148,0.01,2.60837e-05,,2.00,73,145,,9
2599,norfluoxetine,ESI+,DTXCID30996003,FALSE,148,0.01,0.63,,1.00,73,70,,12
2599,norfluoxetine,ESI+,DTXCID40118012,FALSE,148,0.05,0.69,,3.00,41,50,,5
2599,norfluoxetine,ESI+,DTXCID40125903,FALSE,148,0.04,0.64,,1.50,56,68,,10
2599,norfluoxetine,ESI+,DTXCID40135704,FALSE,148,0.09,0.67,,1.00,15,60,,12
2599,norfluoxetine,ESI+,DTXCID401364728,FALSE,148,2.54,0.26,,2.22,2,144,,8
2599,norfluoxetine,ESI+,DTXCID401444144,FALSE,148,0.03,0.64,,3.00,69,65,,5
2599,norfluoxetine,ESI+,DTXCID40394354,FALSE,148,0.03,0.54,,1.00,70,112,,12
2599,norfluoxetine,ESI+,DTXCID40555322,FALSE,148,0.03,0.85,,2.00,68,8,,9
2599,norfluoxetine,ESI+,DTXCID40691512,FALSE,148,0.03,0.71,,0.00,66,41,,13
2599,norfluoxetine,ESI+,DTXCID40723327,FALSE,148,0.05,0.69,,1.00,33,48,,12
2599,norfluoxetine,ESI+,DTXCID40750214,FALSE,148,0.03,0.66,,1.00,68,63,,12
2599,norfluoxetine,ESI+,DTXCID40794719,FALSE,148,0.04,0.67,,1.00,56,59,,12
2599,norfluoxetine,ESI+,DTXCID40962936,FALSE,148,0.03,0.77,,1.00,70,25,,12
2599,norfluoxetine,ESI+,DTXCID40976775,FALSE,148,0.01,0.52,,1.00,73,118,,12
2599,norfluoxetine,ESI+,DTXCID50130982,FALSE,148,0.05,0.87,,1.00,37,5,,12
2599,norfluoxetine,ESI+,DTXCID501367551,FALSE,148,0.03,0.90,,1.50,70,3,,10
2599,norfluoxetine,ESI+,DTXCID501430801,FALSE,148,0.03,0.56,,3.00,70,107,,5
2599,norfluoxetine,ESI+,DTXCID501433974,FALSE,148,0.03,0.37,,0.00,70,141,,13
2599,norfluoxetine,ESI+,DTXCID501439877,FALSE,148,0.19,0.54,,3.00,7,113,,5
2599,norfluoxetine,ESI+,DTXCID501463046,FALSE,148,0.05,0.66,,2.00,35,62,,9
2599,norfluoxetine,ESI+,DTXCID50199978,TRUE,148,5.71,0.82,,5.00,1,15,,2
2599,norfluoxetine,ESI+,DTXCID5020360,FALSE,148,2.31,0.40,,5.42,3,136,,1
2599,norfluoxetine,ESI+,DTXCID50223303,FALSE,148,0.08,0.50,,3.00,21,122,,5
2599,norfluoxetine,ESI+,DTXCID50304565,FALSE,148,0.03,0.68,,1.00,70,52,,12
2599,norfluoxetine,ESI+,DTXCID50367933,FALSE,148,0.04,0.62,,3.00,49,76,,5
2599,norfluoxetine,ESI+,DTXCID50600897,FALSE,148,0.03,0.43,,3.00,70,134,,5
2599,norfluoxetine,ESI+,DTXCID50636116,FALSE,148,0.03,0.85,,3.00,70,12,,5
2599,norfluoxetine,ESI+,DTXCID50642479,FALSE,148,0.03,0.46,,3.00,70,125,,5
2599,norfluoxetine,ESI+,DTXCID50678051,FALSE,148,0.03,0.85,,1.00,59,9,,12
2599,norfluoxetine,ESI+,DTXCID50940705,FALSE,148,0.01,0.35,,3.00,72,142,,5
2599,norfluoxetine,ESI+,DTXCID50946308,FALSE,148,0.05,0.81,,1.00,42,17,,12
2599,norfluoxetine,ESI+,DTXCID50998660,FALSE,148,0.03,0.59,,0.00,69,85,,13
2599,norfluoxetine,ESI+,DTXCID601013143,FALSE,148,0.04,0.59,,3.00,56,89,,5
2599,norfluoxetine,ESI+,DTXCID601040047,FALSE,148,0.03,0.51,,2.00,66,119,,9
2599,norfluoxetine,ESI+,DTXCID601112587,FALSE,148,0.04,0.73,,0.00,56,33,,13
2599,norfluoxetine,ESI+,DTXCID601124477,FALSE,148,0.01,0.61,,3.00,73,81,,5
2599,norfluoxetine,ESI+,DTXCID60113029,FALSE,148,0.24,0.57,,1.00,6,101,,12
2599,norfluoxetine,ESI+,DTXCID60123183,FALSE,148,0.04,0.44,,3.00,56,133,,5
2599,norfluoxetine,ESI+,DTXCID601469954,FALSE,148,0.03,0.62,,0.00,70,75,,13
2599,norfluoxetine,ESI+,DTXCID601489413,FALSE,148,0.03,,,0.00,70,,,13
2599,norfluoxetine,ESI+,DTXCID60264767,FALSE,148,0.04,0.96,,3.00,56,2,,5
2599,norfluoxetine,ESI+,DTXCID60355124,FALSE,148,0.05,0.54,,1.50,38,111,,10
2599,norfluoxetine,ESI+,DTXCID60397408,FALSE,148,0.04,0.62,,1.00,55,77,,12
2599,norfluoxetine,ESI+,DTXCID60422305,FALSE,148,0.03,0.52,,1.00,64,117,,12
2599,norfluoxetine,ESI+,DTXCID60433714,FALSE,148,0.03,0.62,,1.00,70,79,,12
2599,norfluoxetine,ESI+,DTXCID60642480,FALSE,148,0.03,0.46,,3.00,70,126,,5
2599,norfluoxetine,ESI+,DTXCID60650262,FALSE,148,0.06,0.45,,1.00,29,128,,12
2599,norfluoxetine,ESI+,DTXCID60743527,FALSE,148,0.01,0.57,,1.50,73,99,,10
2599,norfluoxetine,ESI+,DTXCID60868668,FALSE,148,0.04,0.61,,1.00,45,83,,12
2599,norfluoxetine,ESI+,DTXCID60964290,FALSE,148,0.12,0.70,,3.00,13,44,,5
2599,norfluoxetine,ESI+,DTXCID701002573,FALSE,148,0.05,0.78,,1.50,34,22,,10
2599,norfluoxetine,ESI+,DTXCID701067767,FALSE,148,0.05,0.39,,1.00,40,139,,12
2599,norfluoxetine,ESI+,DTXCID70116389,FALSE,148,0.06,0.59,,1.00,27,86,,12
2599,norfluoxetine,ESI+,DTXCID701381101,FALSE,148,0.04,0.65,,1.00,56,64,,12
2599,norfluoxetine,ESI+,DTXCID701451990,FALSE,148,0.06,0.63,,4.50,27,69,,3
2599,norfluoxetine,ESI+,DTXCID701452429,FALSE,148,0.01,0.83,,0.00,73,14,,13
2599,norfluoxetine,ESI+,DTXCID701464040,FALSE,148,0.01,0.76,,0.00,73,28,,13
2599,norfluoxetine,ESI+,DTXCID70238414,FALSE,148,0.04,0.63,,1.00,56,73,,12
2599,norfluoxetine,ESI+,DTXCID70288353,FALSE,148,0.01,0.85,,1.00,73,11,,12
2599,norfluoxetine,ESI+,DTXCID70305670,FALSE,148,0.03,0.59,,1.33,60,88,,11
2599,norfluoxetine,ESI+,DTXCID70310244,FALSE,148,0.07,0.70,,2.00,25,42,,9
2599,norfluoxetine,ESI+,DTXCID70634154,FALSE,148,0.03,0.59,,0.00,70,87,,13
2599,norfluoxetine,ESI+,DTXCID70702988,FALSE,148,0.01,0.62,,1.00,73,78,,12
2599,norfluoxetine,ESI+,DTXCID70803161,FALSE,148,0.06,0.45,,1.50,30,132,,10
2599,norfluoxetine,ESI+,DTXCID70957653,FALSE,148,0.03,0.70,,1.00,68,43,,12
2599,norfluoxetine,ESI+,DTXCID80108159,FALSE,148,0.12,0.72,,1.00,12,37,,12
2599,norfluoxetine,ESI+,DTXCID801190878,FALSE,148,0.03,0.63,,3.00,70,72,,5
2599,norfluoxetine,ESI+,DTXCID801463045,FALSE,148,0.10,0.67,,2.00,14,57,,9
2599,norfluoxetine,ESI+,DTXCID801468714,FALSE,148,0.16,0.72,,1.00,8,38,,12
2599,norfluoxetine,ESI+,DTXCID801489257,FALSE,148,0.04,,,1.50,54,,,10
