Feature ID,Chemical Name,Ionization Mode,DTXCID,Number of candidate structures for feature,Chemical metadata score,Correct SSM structure,Hazard score,MS2 score (neg),MS2 score (pos),Chemical metadata rank,Hazard rank,MS2 rank (pos),MS2 rank (neg),Sources,Patents,Articles,PubMed Record Count,AMOS methods count,AMOS fact sheets count,AMOS spectra count,Presence in water lists count,Sources_norm,Patents_norm,Articles_norm,PubMed Record Count_norm,AMOS methods count_norm,AMOS fact sheets count_norm,AMOS spectra count_norm,Presence in water lists count_norm
1621,carbamazepine,ESI+,DTXCID60335502,178,0.0891085179719866,False,1.5,,0.5697143886,43,9,98,,6,44,2,5,0,0,0,0,0.0882352941176471,0.000655064092066281,3.8037999961962e-05,0.000180121762311322,0,0,0,0
1621,carbamazepine,ESI+,DTXCID60431290,178,0.105982813285671,False,1,,0.9012743532,34,10,12,,7,42,7,1,0,0,1,0,0.102941176470588,0.000625288451517813,0.000133132999866867,3.60243524622645e-05,0,0,0.00224719101123596,0
1621,carbamazepine,ESI+,DTXCID60490403,178,0.0463648380700595,False,1,,0.4220473414,76,10,152,,3,0,0,0,0,0,1,0,0.0441176470588235,0,0,0,0,0,0.00224719101123596,0
1621,carbamazepine,ESI+,DTXCID60543584,178,0.0295606429086247,False,1.5,,0.486224161,102,9,132,,2,10,0,0,0,0,0,0,0.0294117647058824,0.000148878202742337,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID60648503,178,0.0306176781480953,False,1.5,,0.3985234879,92,9,157,,2,81,0,0,0,0,0,0,0.0294117647058824,0.00120591344221293,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID60684683,178,0.0441176470588235,False,2,,0.5206437221,88,6,116,,3,0,0,0,0,0,0,0,0.0441176470588235,0,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID60715183,178,0.0441176470588235,False,1,,0.7268963004,88,10,37,,3,0,0,0,0,0,0,0,0.0441176470588235,0,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID701015766,178,0.076123153821956,False,1,,0.6453464927,47,10,64,,5,22,1,0,0,0,1,0,0.0735294117647059,0.00032753204603314,1.9018999980981e-05,0,0,0,0.00224719101123596,0
1621,carbamazepine,ESI+,DTXCID70109271,178,0.15552423982059,False,1,,0.8566406855,13,10,17,,10,101,4,4,0,0,3,0,0.147058823529412,0.0015036698476976,7.6075999923924e-05,0.000144097409849058,0,0,0.00674157303370787,0
1621,carbamazepine,ESI+,DTXCID701118045,178,0.0295904185491732,False,0,,0.8088806809,100,11,25,,2,12,0,0,0,0,0,0,0.0294117647058824,0.000178653843290804,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID701334936,178,0.0294117647058824,False,1,,0.606256388,110,10,76,,2,0,0,0,0,0,0,0,0.0294117647058824,0,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID701381713,178,0.0294117647058824,False,1.5,,0.9775247965,110,9,3,,2,0,0,0,0,0,0,0,0.0294117647058824,0,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID701479491,178,0.0591188954208027,False,3,,,62,2,,,4,15,0,2,0,0,0,0,0.0588235294117647,0.000223317304113505,0,7.2048704924529e-05,0,0,0,0
1621,carbamazepine,ESI+,DTXCID70244717,178,0.183511398061079,False,1.5,,0.4913821604,9,9,128,,12,150,7,5,0,0,2,0,0.176470588235294,0.00223317304113505,0.000133132999866867,0.000180121762311322,0,0,0.00449438202247191,0
1621,carbamazepine,ESI+,DTXCID70276533,178,0.0891859452343989,False,2.5,,0.5294383283,42,3,112,,6,18,34,1,0,0,0,0,0.0882352941176471,0.000267980764936206,0.000646645999353354,3.60243524622645e-05,0,0,0,0
1621,carbamazepine,ESI+,DTXCID70303656,178,0.0907411771722722,False,1,,0.2322812552,38,10,169,,6,4,1,5,0,0,1,0,0.0882352941176471,5.95512810969346e-05,1.9018999980981e-05,0.000180121762311322,0,0,0.00224719101123596,0
1621,carbamazepine,ESI+,DTXCID70305039,178,0.14021211403417,False,1.5,,0.8565006225,20,9,18,,9,35,20,6,0,0,3,0,0.132352941176471,0.000521073709598178,0.00038037999961962,0.000216146114773587,0,0,0.00674157303370787,0
1621,carbamazepine,ESI+,DTXCID70350201,178,0.0613428323676436,False,2.5,,0.5695532703,57,3,99,,4,17,1,0,0,0,1,0,0.0588235294117647,0.000253092944661972,1.9018999980981e-05,0,0,0,0.00224719101123596,0
1621,carbamazepine,ESI+,DTXCID70394605,178,0.0593785099416181,False,1,,0.6002797915,60,10,83,,4,36,1,0,0,0,0,0,0.0588235294117647,0.000535961529872411,1.9018999980981e-05,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID70409586,178,0.0444663156370447,False,1,,0.8094252241,77,10,24,,3,21,0,1,0,0,0,0,0.0441176470588235,0.000312644225758907,0,3.60243524622645e-05,0,0,0,0
1621,carbamazepine,ESI+,DTXCID70481544,178,0.0441771983399205,False,1,,0.6043645677,82,10,80,,3,4,0,0,0,0,0,0,0.0441176470588235,5.95512810969346e-05,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID70490479,178,0.0611451595243718,False,1,,0.6007406962,58,10,81,,4,5,0,0,0,0,1,0,0.0588235294117647,7.44391013711683e-05,0,0,0,0,0.00224719101123596,0
1621,carbamazepine,ESI+,DTXCID70527714,178,0.0463648380700595,False,3,,0.6925932968,76,2,52,,3,0,0,0,0,0,1,0,0.0441176470588235,0,0,0,0,0,0.00224719101123596,0
1621,carbamazepine,ESI+,DTXCID70669704,178,0.0441176470588235,False,1.5,,0.6725962996,88,9,57,,3,0,0,0,0,0,0,0,0.0441176470588235,0,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID70997675,178,0.0147058823529412,False,0,,0.6984200376,116,11,51,,1,0,0,0,0,0,0,0,0.0147058823529412,0,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID80100092,178,0.143882636727794,False,1,,0.5306137557,19,10,111,,9,470,2,0,0,0,2,0,0.132352941176471,0.00699727552888982,3.8037999961962e-05,0,0,0,0.00449438202247191,0
1621,carbamazepine,ESI+,DTXCID801037648,178,0.0147058823529412,False,1,,0.5469562963,116,10,106,,1,0,0,0,0,0,0,0,0.0147058823529412,0,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID801038127,178,0.0148100970948608,False,2,,0.3714157518,111,6,160,,1,7,0,0,0,0,0,0,0.0147058823529412,0.000104214741919636,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID801089687,178,0.0298583993141094,False,1,,0.7753635043,93,10,29,,2,30,0,0,0,0,0,0,0.0294117647058824,0.00044663460822701,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID80119725,178,0.26900819138868,False,1,,0.8266272464,4,10,22,,17,34,20,4,0,0,8,0,0.25,0.000506185889323944,0.00038037999961962,0.000144097409849058,0,0,0.0179775280898876,0
1621,carbamazepine,ESI+,DTXCID801254301,178,0.0441366660588045,False,1,,0.5670092753,86,10,101,,3,0,1,0,0,0,0,0,0.0441176470588235,0,1.9018999980981e-05,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID80136917,178,0.315090067516307,False,2.25,,0.4596142978,3,5,142,,21,271,70,25,0,0,0,0,0.308823529411765,0.00403459929431732,0.00133132999866867,0.000900608811556612,0,0,0,0
1621,carbamazepine,ESI+,DTXCID80225936,178,0.0893766286396878,False,1,,0.6486932628,40,10,63,,6,37,14,9,0,0,0,0,0.0882352941176471,0.000550849350146645,0.000266265999733734,0.00032421917216038,0,0,0,0
1621,carbamazepine,ESI+,DTXCID80263636,178,0.0441176470588235,False,1,,0.9342047563,88,10,9,,3,0,0,0,0,0,0,0,0.0441176470588235,0,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID80264148,178,0.0441176470588235,False,3,,0.9362389384,88,2,8,,3,0,0,0,0,0,0,0,0.0441176470588235,0,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID80293039,178,0.110079186360913,False,1,,0.4711069113,28,10,137,,7,7,4,6,0,0,3,0,0.102941176470588,0.000104214741919636,7.6075999923924e-05,0.000216146114773587,0,0,0.00674157303370787,0
1621,carbamazepine,ESI+,DTXCID80294420,178,0.150321867885816,False,1,,0.3119943096,16,10,164,,10,56,2,4,0,0,1,0,0.147058823529412,0.000833717935357084,3.8037999961962e-05,0.000144097409849058,0,0,0.00224719101123596,0
1621,carbamazepine,ESI+,DTXCID80297294,178,0.109682749504296,False,1,,0.6731507879,29,10,56,,7,0,0,0,0,0,3,0,0.102941176470588,0,0,0,0,0,0.00674157303370787,0
1621,carbamazepine,ESI+,DTXCID80306496,178,0.0443150470378557,False,1.5,,0.5355979981,78,9,109,,3,6,0,3,0,0,0,0,0.0441176470588235,8.93269216454019e-05,0,0.000108073057386793,0,0,0,0
1621,carbamazepine,ESI+,DTXCID80311323,178,0.0590146806788831,False,1,,0.6334847543,65,10,67,,4,8,0,2,0,0,0,0,0.0588235294117647,0.000119102562193869,0,7.2048704924529e-05,0,0,0,0
1621,carbamazepine,ESI+,DTXCID80341140,178,0.120300962698296,False,1.5,,0.4748706994,24,9,135,,8,5,8,5,0,0,1,0,0.117647058823529,7.44391013711683e-05,0.000152151999847848,0.000180121762311322,0,0,0.00224719101123596,0
1621,carbamazepine,ESI+,DTXCID80459577,178,0.04416855923156,False,1.5,,0.9272114911,83,9,10,,3,1,0,1,0,0,0,0,0.0441176470588235,1.48878202742337e-05,0,3.60243524622645e-05,0,0,0,0
1621,carbamazepine,ESI+,DTXCID80470040,178,0.0296350820099959,False,1,,1.0323863814,98,10,1,,2,15,0,0,0,0,0,0,0.0294117647058824,0.000223317304113505,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID80525887,178,0.0441325348790978,False,1,,0.7641489302,87,10,30,,3,1,0,0,0,0,0,0,0.0441176470588235,1.48878202742337e-05,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID80693616,178,0.0441176470588235,False,0,,0.501972013,88,11,125,,3,0,0,0,0,0,0,0,0.0441176470588235,0,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID80924432,178,0.0588235294117647,False,1,,0.9718013705,73,10,5,,4,0,0,0,0,0,0,0,0.0588235294117647,0,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID901163646,178,0.153502522131305,False,1,,0.6506060891,14,10,62,,10,233,25,7,0,0,1,0,0.147058823529412,0.00346886212389644,0.000475474999524525,0.000252170467235851,0,0,0.00224719101123596,0
1621,carbamazepine,ESI+,DTXCID901189189,178,0.107639207184006,False,1,,0.5252901299,32,10,113,,7,4,0,4,0,0,2,0,0.102941176470588,5.95512810969346e-05,0,0.000144097409849058,0,0,0.00449438202247191,0
1621,carbamazepine,ESI+,DTXCID90126344,178,0.0441176470588235,False,1,,0.3109027347,88,10,165,,3,0,0,0,0,0,0,0,0.0441176470588235,0,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID901331433,178,0.0611451595243718,False,2.5,,0.4622688477,58,3,141,,4,5,0,0,0,0,1,0,0.0588235294117647,7.44391013711683e-05,0,0,0,0,0.00224719101123596,0
1621,carbamazepine,ESI+,DTXCID901383703,178,0.149396978360846,False,3,,0.5367296659,17,2,107,,10,1,4,0,0,0,1,0,0.147058823529412,1.48878202742337e-05,7.6075999923924e-05,0,0,0,0.00224719101123596,0
1621,carbamazepine,ESI+,DTXCID90161058,178,0.0735993429374234,False,1,,0.6255527998,55,10,69,,5,1,1,1,0,0,0,0,0.0735294117647059,1.48878202742337e-05,1.9018999980981e-05,3.60243524622645e-05,0,0,0,0
1621,carbamazepine,ESI+,DTXCID90244719,178,0.118449598007258,False,1,,0.4524159279,25,10,144,,8,33,5,6,0,0,0,0,0.117647058823529,0.00049129806904971,9.5094999904905e-05,0.000216146114773587,0,0,0,0
1621,carbamazepine,ESI+,DTXCID90253801,178,0.0588955781166892,False,1,,0.4454680223,67,10,147,,4,0,0,2,0,0,0,0,0.0588235294117647,0,0,7.2048704924529e-05,0,0,0,0
1621,carbamazepine,ESI+,DTXCID90266436,178,0.0738395617093108,False,1,,0.599823767,53,10,84,,5,17,3,0,0,0,0,0,0.0735294117647059,0.000253092944661972,5.7056999942943e-05,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID902731,178,7,True,5.51020408163265,,1.0237558362,1,1,2,,68,67169,52579,27759,67,0,445,9,1,1,1,1,1,0,1,1
1621,carbamazepine,ESI+,DTXCID90293040,178,0.0905185094813453,False,1.5,,0.4637653029,39,9,140,,6,0,0,1,0,0,1,0,0.0882352941176471,0,0,3.60243524622645e-05,0,0,0.00224719101123596,0
1621,carbamazepine,ESI+,DTXCID90303658,178,0.0611365204160114,False,1,,0.2946188711,59,10,166,,4,2,0,1,0,0,1,0,0.0588235294117647,2.97756405484673e-05,0,3.60243524622645e-05,0,0,0.00224719101123596,0
1621,carbamazepine,ESI+,DTXCID90326009,178,0.0588384172320389,False,1,,0.5358395953,72,10,108,,4,1,0,0,0,0,0,0,0.0588235294117647,1.48878202742337e-05,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID9033973,178,0.148258111510764,False,1.5,,0.8332216698,18,9,21,,10,78,2,0,0,0,0,0,0.147058823529412,0.00116124998139022,3.8037999961962e-05,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID90345674,178,0.0441176470588235,False,2,,,88,6,,,3,0,0,0,0,0,0,0,0.0441176470588235,0,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID90483500,178,0.0294415403464308,False,2.5,,0.4754927493,108,3,134,,2,2,0,0,0,0,0,0,0.0294117647058824,2.97756405484673e-05,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID90521734,178,0.0294564281667051,False,1,,0.4273347427,107,10,151,,2,3,0,0,0,0,0,0,0.0294117647058824,4.4663460822701e-05,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID90571153,178,0.0294564281667051,False,2,,0.5726846591,107,6,96,,2,3,0,0,0,0,0,0,0.0294117647058824,4.4663460822701e-05,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID90669706,178,0.0441176470588235,False,1.5,,0.7057522969,88,9,47,,3,0,0,0,0,0,0,0,0.0441176470588235,0,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID90692135,178,0.0147505458137639,False,0,,0.4885609174,113,11,130,,1,3,0,0,0,0,0,0,0.0147058823529412,4.4663460822701e-05,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID90769937,178,0.0294415403464308,False,1,,0.5308185152,108,10,110,,2,2,0,0,0,0,0,0,0.0294117647058824,2.97756405484673e-05,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID90796501,178,0.0441176470588235,False,1,,0.7167674123,88,10,39,,3,0,0,0,0,0,0,0,0.0441176470588235,0,0,0,0,0,0,0
1621,carbamazepine,ESI+,DTXCID90979918,178,0.0147058823529412,False,2.5,,0.4374528777,116,3,148,,1,0,0,0,0,0,0,0,0.0147058823529412,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID001255,82,7,True,3.75,0.8429371302,0.6604153022,1,1,3,1,137,143785,35311,22886,44,0,568,11,1,1,1,1,1,0,1,1
1687,albuterol,ESI+,DTXCID001445657,82,0.0145985401459854,False,0,0.4083018559,0.4262317685,36,9,53,38,2,0,0,0,0,0,0,0,0.0145985401459854,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID00503809,82,0.0072992700729927,False,1,0.3146481901,0.3734359612,44,8,60,48,1,0,0,0,0,0,0,0,0.0072992700729927,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID00571326,82,0.0520155168820844,False,2,0.3951210597,0.3639235077,14,5,64,39,2,5380,0,0,0,0,0,0,0.0145985401459854,0.037416976736099,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID00841334,82,0.0072992700729927,False,2,0.453177238,0.4133528017,44,5,55,31,1,0,0,0,0,0,0,0,0.0072992700729927,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID101066335,82,0.0145985401459854,False,1,0.5789578463,0.4501858008,36,8,42,21,2,0,0,0,0,0,0,0,0.0145985401459854,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID10114945,82,0.0894007438668333,False,1,0.1209219201,0.2317308085,5,8,78,78,11,17,2,3,0,0,5,0,0.0802919708029197,0.000118232082623361,5.6639574070403e-05,0.000131084505811413,0,0,0.00880281690140845,0
1687,albuterol,ESI+,DTXCID101393336,82,0.0145985401459854,False,1,0.4695166696,0.5061324036,36,8,26,30,2,0,0,0,0,0,0,0,0.0145985401459854,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID101458231,82,0.0145985401459854,False,0,0.2040931967,0.4815198218,36,9,34,61,2,0,0,0,0,0,0,0,0.0145985401459854,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID10799392,82,0.0072992700729927,False,1.5,0.2017189363,0.4445883926,44,7,47,62,1,0,0,0,0,0,0,0,0.0072992700729927,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID10826591,82,0.00734296490826317,False,2.5,0.480248334,0.5303562003,42,3,22,28,1,0,0,1,0,0,0,0,0.0072992700729927,0,0,4.3694835270471e-05,0,0,0,0
1687,albuterol,ESI+,DTXCID10839025,82,0.0501318610959845,False,2,,0.4752587737,15,5,36,,6,24,19,8,0,0,3,0,0.0437956204379562,0.000166915881350628,0.000538075953668828,0.000349558682163768,0,0,0.00528169014084507,0
1687,albuterol,ESI+,DTXCID10853428,82,0.0072992700729927,False,0,,0.4453344454,44,9,45,,1,0,0,0,0,0,0,0,0.0072992700729927,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID10966062,82,0.0862347575409792,False,1,0.1555039694,0.3485684776,6,8,68,70,11,37,5,6,0,0,3,0,0.0802919708029197,0.000257328650415551,0.000141598935176007,0.000262169011622826,0,0,0.00528169014084507,0
1687,albuterol,ESI+,DTXCID10997831,82,0.0072992700729927,False,2,0.3145930063,0.5553244014,44,5,16,49,1,0,0,0,0,0,0,0,0.0072992700729927,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID201366461,82,0.0529389118319059,False,1,0.1867110445,0.4760156821,13,8,35,65,7,12,0,0,0,0,1,0,0.0510948905109489,8.34579406753138e-05,0,0,0,0,0.00176056338028169,0
1687,albuterol,ESI+,DTXCID201442328,82,0.0145985401459854,False,0,0.7180214148,0.3494290854,36,9,67,6,2,0,0,0,0,0,0,0,0.0145985401459854,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID20262527,82,0.0218978102189781,False,1.5,0.4751486197,0.2232633222,27,7,80,29,3,0,0,0,0,0,0,0,0.0218978102189781,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID20305569,82,0.0219117198757573,False,1,0.1493325653,0.3297076325,26,8,73,72,3,2,0,0,0,0,0,0,0.0218978102189781,1.3909656779219e-05,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID20409218,82,0.031165797199707,False,1.5,0.2924098142,0.5906312625,22,7,9,53,4,279,1,0,0,0,0,0,0.0291970802919708,0.00194039712070105,2.83197870352015e-05,0,0,0,0,0
1687,albuterol,ESI+,DTXCID20757923,82,0.0145985401459854,False,1.5,0.4259692655,0.4736623906,36,7,38,35,2,0,0,0,0,0,0,0,0.0145985401459854,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID20812203,82,0.320310349902461,False,1.66666666666667,0.2817306411,0.398338423,3,6,56,54,37,6132,65,51,0,0,2,0,0.27007299270073,0.0426470076850854,0.0018407861572881,0.00222843659879402,0,0,0.00352112676056338,0
1687,albuterol,ESI+,DTXCID20898108,82,0.0145985401459854,False,1,0.242262835,0.3331647618,36,8,72,57,2,0,0,0,0,0,0,0,0.0145985401459854,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID301324333,82,0.0439903556328653,False,2,0.1544436292,0.5309697669,16,5,21,71,6,28,0,0,0,0,0,0,0.0437956204379562,0.000194735194909066,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID301339934,82,0.0220249990238981,False,3,0.5886089511,0.6401716628,25,2,5,17,3,2,4,0,0,0,0,0,0.0218978102189781,1.3909656779219e-05,0.000113279148140806,0,0,0,0,0
1687,albuterol,ESI+,DTXCID301408149,82,0.0218978102189781,False,3,0.5528157564,0.5838617563,27,2,10,25,3,0,0,0,0,0,0,0,0.0218978102189781,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID30197790,82,0.040274785518279,False,3,,0.5111001429,19,2,25,,5,0,6,2,0,0,2,0,0.0364963503649635,0,0.000169918722211209,8.73896705409421e-05,0,0,0.00352112676056338,0
1687,albuterol,ESI+,DTXCID30239846,82,0.0218978102189781,False,1,0.4467732134,0.4839698059,27,8,33,32,3,0,0,0,0,0,0,0,0.0218978102189781,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID30839764,82,0.0439357179527019,False,1,0.6541093524,0.5720430971,17,8,12,13,6,12,2,0,0,0,0,0,0.0437956204379562,8.34579406753138e-05,5.6639574070403e-05,0,0,0,0,0
1687,albuterol,ESI+,DTXCID30968149,82,0.0146680884298815,False,3,0.3031317965,0.4885336367,30,2,31,51,2,10,0,0,0,0,0,0,0.0145985401459854,6.95482838960949e-05,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID401424097,82,0.0218978102189781,False,1,0.7099156152,0.426496565,27,8,52,7,3,0,0,0,0,0,0,0,0.0218978102189781,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID401458230,82,0.0145985401459854,False,0,0.1964557827,0.066577801,36,9,82,63,2,0,0,0,0,0,0,0,0.0145985401459854,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID401462340,82,0.0072992700729927,False,0,0.7069968823,0.4844781852,44,9,32,8,1,0,0,0,0,0,0,0,0.0072992700729927,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID40580932,82,0.0146402691163231,False,1.66666666666667,0.806856696,0.6323463308,32,6,7,2,2,6,0,0,0,0,0,0,0.0145985401459854,4.17289703376569e-05,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID40647453,82,0.0072992700729927,False,0,0.5724506269,0.5261042421,44,9,23,23,1,0,0,0,0,0,0,0,0.0072992700729927,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID40791480,82,0.0145985401459854,False,3,0.5831428141,0.4990877869,36,2,28,19,2,0,0,0,0,0,0,0,0.0145985401459854,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID40875259,82,0.0364963503649635,False,3,0.5726747423,0.4488906554,21,2,44,22,5,0,0,0,0,0,0,0,0.0364963503649635,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID40898160,82,0.00734991973665278,False,1,0.2457492003,0.4504389831,41,8,41,56,1,1,0,1,0,0,0,0,0.0072992700729927,6.95482838960949e-06,0,4.3694835270471e-05,0,0,0,0
1687,albuterol,ESI+,DTXCID40918094,82,0.0309576436722525,False,1.5,0.2359194713,0.380681345,23,7,59,59,4,0,0,0,0,0,1,0,0.0291970802919708,0,0,0,0,0,0.00176056338028169,0
1687,albuterol,ESI+,DTXCID501318035,82,0.0072992700729927,False,1,0.5387825136,0.5015600342,44,8,27,26,1,0,0,0,0,0,0,0,0.0072992700729927,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID50136181,82,0.0660545249730796,False,1,0.1273391652,0.3523125418,8,8,66,77,9,29,1,3,0,0,0,0,0.0656934306569343,0.000201690023298675,2.83197870352015e-05,0.000131084505811413,0,0,0,0
1687,albuterol,ESI+,DTXCID501465028,82,0.0072992700729927,False,0,0.5968558813,0.3004284491,44,9,75,16,1,0,0,0,0,0,0,0,0.0072992700729927,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID50308987,82,0.0236583735992598,False,2,0.1567176554,0.384663273,24,5,58,69,3,0,0,0,0,0,1,0,0.0218978102189781,0,0,0,0,0,0.00176056338028169,0
1687,albuterol,ESI+,DTXCID50609300,82,0.0585650081951579,False,0,0.1616166461,0.2276826647,10,9,79,67,8,12,0,2,0,0,0,0,0.0583941605839416,8.34579406753138e-05,0,8.73896705409421e-05,0,0,0,0
1687,albuterol,ESI+,DTXCID50609305,82,0.0585580533667683,False,0,0.119529612,0.3069583485,11,9,74,79,8,11,0,2,0,0,0,0,0.0583941605839416,7.65031122857043e-05,0,8.73896705409421e-05,0,0,0,0
1687,albuterol,ESI+,DTXCID5065857,82,0.0218978102189781,False,2.25,0.4098402221,0.5683265558,27,4,13,37,3,0,0,0,0,0,0,0,0.0218978102189781,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID50748647,82,0.0145985401459854,False,1.5,0.7854412352,0.5410176882,36,7,19,3,2,0,0,0,0,0,0,0,0.0145985401459854,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID50888239,82,0.0154470292095178,False,1,0.327473164,0.4630452228,28,8,40,44,2,122,0,0,0,0,0,0,0.0145985401459854,0.000848489063532357,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID50908603,82,0.00730622490138231,False,0,0.6837211052,0.6351716283,43,9,6,11,1,1,0,0,0,0,0,0,0.0072992700729927,6.95482838960949e-06,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID50959791,82,0.0145985401459854,False,1.5,0.667124188,0.5382369735,36,7,20,12,2,0,0,0,0,0,0,0,0.0145985401459854,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID601400401,82,0.0219117198757573,False,1,0.7364788494,0.7008010368,26,8,2,5,3,2,0,0,0,0,0,0,0.0218978102189781,1.3909656779219e-05,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID60485359,82,0.0146263594595438,False,1.5,0.3168960016,0.3651737448,34,7,63,47,2,4,0,0,0,0,0,0,0.0145985401459854,2.78193135584379e-05,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID60571923,82,0.0367954079857167,False,1,0.3417579839,0.5957932072,20,8,8,42,5,43,0,0,0,0,0,0,0.0364963503649635,0.000299057620753208,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID60583824,82,0.0146194046311542,False,2,0.4174348729,0.4448179019,35,5,46,36,2,3,0,0,0,0,0,0,0.0145985401459854,2.08644851688285e-05,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID60906317,82,0.0236583735992598,False,1.5,0.2959076067,0.5661295743,24,7,14,52,3,0,0,0,0,0,1,0,0.0218978102189781,0,0,0,0,0,0.00176056338028169,0
1687,albuterol,ESI+,DTXCID60919987,82,0.0072992700729927,False,2.5,0.5835020192,0.4752016735,44,3,37,18,1,0,0,0,0,0,0,0,0.0072992700729927,0,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID70137579,82,0.0968706057391303,False,1,0.1645146425,0.2894309612,4,8,76,66,13,19,0,2,0,0,1,0,0.0948905109489051,0.00013214173940258,0,8.73896705409421e-05,0,0,0.00176056338028169,0
1687,albuterol,ESI+,DTXCID70280554,82,0.0564049004388292,False,1,0.1946300026,0.2691809255,12,8,77,64,7,0,1,0,0,0,3,0,0.0510948905109489,0,2.83197870352015e-05,0,0,0,0.00528169014084507,0
1687,albuterol,ESI+,DTXCID70681042,82,0.0146263594595438,False,0,0.1485828251,0.4249403941,34,9,54,73,2,4,0,0,0,0,0,0,0.0145985401459854,2.78193135584379e-05,0,0,0,0,0,0
1687,albuterol,ESI+,DTXCID70858974,82,0.0146268599330206,False,1.5,0.3062186483,0.4442426106,33,7,48,50,2,0,1,0,0,0,0,0,0.0145985401459854,0,2.83197870352015e-05,0,0,0,0,0
