Feature ID,Chemical Name,Tracer DTXSID,Ionization Mode,Mass Error (PPM),Retention Time Difference,Total Detection Count,Total Detection Percentage,Max CV Across Samples,Mass,Retention Time,INPUT,DTXCID_INDIVIDUAL_COMPONENT,MONOISOTOPIC_MASS_INDIVIDUAL_COMPONENT,SMILES_INDIVIDUAL_COMPONENT,DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,IUPAC_NAME,MOLECULAR_FORMULA,MONOISOTOPIC_MASS,EXPOCAST_MEDIAN_EXPOSURE_PREDICTION_MG/KG-BW/DAY,EXPOCAST,NHANES,DATA_SOURCES,TOXCAST_PERCENT_ACTIVE,TOXCAST_NUMBER_OF_ASSAYS/TOTAL,MASS_DIFFERENCE,FOUND_BY,Acute Mammalian Toxicity Oral_score,Acute Mammalian Toxicity Oral_authority,Acute Mammalian Toxicity Inhalation_score,Acute Mammalian Toxicity Inhalation_authority,Acute Mammalian Toxicity Dermal_score,Acute Mammalian Toxicity Dermal_authority,Carcinogenicity_score,Carcinogenicity_authority,Genotoxicity Mutagenicity_score,Genotoxicity Mutagenicity_authority,Endocrine Disruption_score,Endocrine Disruption_authority,Reproductive_score,Reproductive_authority,Developmental_score,Developmental_authority,Neurotoxicity Repeat Exposure_score,Neurotoxicity Repeat Exposure_authority,Neurotoxicity Single Exposure_score,Neurotoxicity Single Exposure_authority,Systemic Toxicity Repeat Exposure_score,Systemic Toxicity Repeat Exposure_authority,Systemic Toxicity Single Exposure_score,Systemic Toxicity Single Exposure_authority,Skin Sensitization_score,Skin Sensitization_authority,Skin Irritation_score,Skin Irritation_authority,Eye Irritation_score,Eye Irritation_authority,Acute Aquatic Toxicity_score,Acute Aquatic Toxicity_authority,Chronic Aquatic Toxicity_score,Chronic Aquatic Toxicity_authority,Persistence_score,Persistence_authority,Bioaccumulation_score,Bioaccumulation_authority,Exposure_score,Exposure_authority,SSM chemical
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID70201906,193.110278727,CCNCCC(=O)c1ccccc1O,DTXSID00178899,"Propiophenone, 3-(ethylamino)-2'-hydroxy-, hydrochloride",24206-67-5,XCSRVVVSIMSNMV-UHFFFAOYSA-N,3-(Ethylamino)-1-(2-hydroxyphenyl)propan-1-one--hydrogen chloride (1/1),C11H16ClNO2,229.0869565,1.95e-06,,,3,,,0.000526773,Monoisotopic Mass,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,M,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID00103040,193.110278727,CCOC(=O)C1=C(C)C(C=C)=C(C)N1,DTXSID10180549,"3,5-Dimethyl-4-vinyl-1H-pyrrole-2-carboxylic acid ethyl ester",25894-11-5,WHNXXZHEPXMYFL-UHFFFAOYSA-N,"Ethyl 4-ethenyl-3,5-dimethyl-1H-pyrrole-2-carboxylate",C11H15NO2,193.110278727,9.78e-07,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,M,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID50107417,193.110278727,CCOC(=O)C1=CC(C)=C(N)C(C)=C1,DTXSID10184926,"Benzoic acid, 4-amino-3,5-dimethyl-, ethyl ester",3095-47-4,GEMKGDSDLYAIRK-UHFFFAOYSA-N,"Ethyl 4-amino-3,5-dimethylbenzoate",C11H15NO2,193.110278727,2.19e-06,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,M,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID80219653,193.110278727,CC(C)(C)N(O)C(=O)C1=CC=CC=C1,DTXSID50189359,Benzoyl tert-butyl nitroxide,35822-90-3,JMUSJUJIBNIXAX-UHFFFAOYSA-N,[Benzoyl(tert-butyl)amino]oxidanyl,C11H14NO2,192.102453695,3.8e-07,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,I,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,M,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID60115280,193.110278727,CNC(=O)OC1=C(C)C=CC(C)=C1C,DTXSID70192789,"Carbamic acid, methyl-, 2,3,6-trimethylphenyl ester",3971-91-3,DBOCTGRCDMKEJP-UHFFFAOYSA-N,"2,3,6-Trimethylphenyl methylcarbamate",C11H15NO2,193.110278727,8.25e-07,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,M,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID70134508,193.110278727,CCC(C)(C)C1=CC=C(C=C1)[N+]([O-])=O,DTXSID70212017,p-t-amyl-nitrobenzene radical,6284-98-6,LLLHRFJRKDQEIY-UHFFFAOYSA-N,1-(2-Methylbutan-2-yl)-4-nitrobenzene,C11H15NO2,193.110278727,4.86e-06,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,M,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID5097325,193.110278727,CN(C)C1=CC=C(COC(C)=O)C=C1,DTXSID80174834,"Benzyl alcohol, p-(dimethylamino)-, acetate (ester)",20765-67-7,VBMUEKNVLGXEFJ-UHFFFAOYSA-N,[4-(Dimethylamino)phenyl]methyl acetate,C11H15NO2,193.110278727,4.27e-06,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,M,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID20115281,193.110278727,CNC(=O)OC1=C(C)C=C(C)C=C1C,DTXSID80192790,"Carbamic acid, methyl-, mesityl ester",3971-92-4,NYJTYCBODKUOLF-UHFFFAOYSA-N,"2,4,6-Trimethylphenyl methylcarbamate",C11H15NO2,193.110278727,8.760000000000001e-07,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,M,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID90201004,193.110278727,CN(C)CCC(=O)C1=CC=CC=C1O,DTXSID90167676,"Propiophenone, 3-dimethylamino-2'-hydroxy-, hydrochloride",1639-35-6,CYMMEXYPWIUVOF-UHFFFAOYSA-N,3-(Dimethylamino)-1-(2-hydroxyphenyl)propan-1-one--hydrogen chloride (1/1),C11H16ClNO2,229.0869565,2.32e-06,,,3,,,0.000526773,Monoisotopic Mass,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,M,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID40101727,193.110278727,CCCCCC1=CN=C(C=C1)C(O)=O,DTXSID10179236,"Picolinic acid, 5-pentyl-",24472-57-9,BOHRWPVFCVAKKS-UHFFFAOYSA-N,5-Pentylpyridine-2-carboxylic acid,C11H15NO2,193.110278727,,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID40126854,193.110278727,CCCCC(=O)NC1=CC(O)=CC=C1,DTXSID40204363,"Valeranilide, 3'-hydroxy-",55791-89-4,YUOQLSHROSKERF-UHFFFAOYSA-N,N-(3-Hydroxyphenyl)pentanamide,C11H15NO2,193.110278727,,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID00221995,193.110278727,CCNC1COc2ccccc2C1O,DTXSID20214344,"4-Chromanol, 3-ethylamino-, (E)",64139-29-3,HSNLJVKBGMJTPR-ONGXEEELSA-N,"(3S,4S)-3-(Ethylamino)-3,4-dihydro-2H-1-benzopyran-4-ol",C11H15NO2,193.110278727,,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID80206189,193.110278727,CC(C)NCC1=CC2=C(OCO2)C=C1,DTXSID50222497,"1,3-Benzodioxole-5-methanamine, N-(1-methylethyl)-, propanoate (salt)",72156-40-2,JROQSKFJKHSWDI-UHFFFAOYSA-N,"Propanoic acid--N-[(2H-1,3-benzodioxol-5-yl)methyl]propan-2-amine (1/1)",C14H21NO4,267.14705816,7.49e-07,,,3,,,0.000526773,Monoisotopic Mass,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,M,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID10240798,193.110278727,CCOC(=O)NCCC1=CC=CC=C1,DTXSID60289652,Ethyl phenethylcarbamate,6970-83-8,WXDDBYFBIIAYSM-UHFFFAOYSA-N,Ethyl (2-phenylethyl)carbamate,C11H15NO2,193.110278727,1.18e-06,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,M,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID80206189,193.110278727,CC(C)NCC1=CC2=C(OCO2)C=C1,DTXSID70222499,"1,3-Benzodioxole-5-methanamine, N-(1-methylethyl)-, methanesulfonate (salt)",72156-43-5,UFMIKHFEFYUONZ-UHFFFAOYSA-N,"Methanesulfonic acid--N-[(2H-1,3-benzodioxol-5-yl)methyl]propan-2-amine (1/1)",C12H19NO5S,289.09839389,1.06e-06,,,3,,,0.000526773,Monoisotopic Mass,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,L,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID80219653,193.110278727,CC(C)(C)N(O)C(=O)C1=CC=CC=C1,DTXSID70441385,"Benzamide, N-(1,1-dimethylethyl)-N-hydroxy-",7419-56-9,CRKDRSMVZRDGQU-UHFFFAOYSA-N,N-tert-Butyl-N-hydroxybenzamide,C11H15NO2,193.110278727,4.96e-07,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,M,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID80206189,193.110278727,CC(C)NCC1=CC2=C(OCO2)C=C1,DTXSID90222496,"1,3-Benzodioxole-5-methanamine, N-(1-methylethyl)-, acetate (salt)",72156-39-9,WOTUXKMPRRYBNY-UHFFFAOYSA-N,"Acetic acid--N-[(2H-1,3-benzodioxol-5-yl)methyl]propan-2-amine (1/1)",C13H19NO4,253.131408096,1.24e-06,,,3,,,0.000526773,Monoisotopic Mass,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,M,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID80206189,193.110278727,CC(C)NCC1=CC2=C(OCO2)C=C1,DTXSID10222498,"1,3-Benzodioxole-5-methanamine, N-(1-methylethyl)-, butanedioate (salt) (2:1)",72156-42-4,YJRBFMCDMVTQMO-UHFFFAOYSA-N,"Butanedioic acid--N-[(2H-1,3-benzodioxol-5-yl)methyl]propan-2-amine (1/2)",C26H36N2O8,504.247166127,,,,3,,,0.000526773,Monoisotopic Mass,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID80223735,193.110278727,CC(NC(C)=O)C(O)c1ccccc1,DTXSID00231251,"Acetamide, N-((1S,2R)-2-hydroxy-1-methyl-2-phenylethyl)-",81703-28-8,QLTTYYZHUUIFMR-KWQFWETISA-N,"N-[(1R,2S)-1-Hydroxy-1-phenylpropan-2-yl]acetamide",C11H15NO2,193.110278727,,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID60223874,193.110278727,CC(Nc1c(C)cccc1C)C(O)=O,DTXSID30232231,"L-Alanine, N-(2,6-dimethylphenyl)-",83234-64-4,WMSDRWJBTDSIQR-VIFPVBQESA-N,"N-(2,6-Dimethylphenyl)-L-alanine",C11H15NO2,193.110278727,,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID00206868,193.110278727,CNC1COC2=C(C=CC=C2)C(O)C1,DTXSID10868436,"3-(Methylamino)-2,3,4,5-tetrahydro-1-benzoxepin-5-ol",NOCAS_868436,JWUPWOYNGNTOKD-UHFFFAOYNA-N,"3-(Methylamino)-2,3,4,5-tetrahydro-1-benzoxepin-5-ol",C11H15NO2,193.110278727,,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,ND,,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID50258453,193.110278727,CCCOC(=O)N(C)C1=CC=CC=C1,DTXSID20307326,Propyl methyl(phenyl)carbamate,77102-33-1,GSEVBVSOXVINIQ-UHFFFAOYSA-N,Propyl methyl(phenyl)carbamate,C11H15NO2,193.110278727,3.65e-06,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,M,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID70258591,193.110278727,CCCNC(=O)OC1=CC=CC(C)=C1,DTXSID40307464,3-methylphenyl propylcarbamate,60249-27-6,SGUARVAWHMLPSY-UHFFFAOYSA-N,3-Methylphenyl propylcarbamate,C11H15NO2,193.110278727,2.98e-06,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,M,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID60955340,193.110278727,CCOC(=O)C(C)NC1=CC=CC=C1,DTXSID50304449,"Alanine, N-phenyl-, ethyl ester",54860-84-3,FMFDWCAQDWISCD-UHFFFAOYSA-N,Ethyl N-phenylalaninate,C11H15NO2,193.110278727,3.71e-06,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,M,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID70291908,193.110278727,CCN(CC)C(=O)OC1=CC=CC=C1,DTXSID50340827,Phenyl diethylcarbamate,65009-00-9,XOIJDIYJCTXRQR-UHFFFAOYSA-N,Phenyl diethylcarbamate,C11H15NO2,193.110278727,5.28e-06,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,M,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID70296756,193.110278727,COC1=C(OC)C=C(CC=C)C(N)=C1,DTXSID80345683,"Benzenamine, 4,5-dimethoxy-2-(2-propenyl)-",30058-51-6,HFEJTRNCHBWDOQ-UHFFFAOYSA-N,"4,5-Dimethoxy-2-(prop-2-en-1-yl)aniline",C11H15NO2,193.110278727,2.13e-06,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,M,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID10284511,193.110278727,CCN(CC)C(=O)C1=CC=C(O)C=C1,DTXSID00333421,"N,N-diethyl-4-hydroxybenzamide",79119-31-6,WLRVSRJKZYZCJY-UHFFFAOYSA-N,"N,N-Diethyl-4-hydroxybenzamide",C11H15NO2,193.110278727,,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,M,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID50964941,193.110278727,COC1=CC=C(C=C1)C1NCCCO1,DTXSID80333747,"2H-1,3-Oxazine, tetrahydro-2-(4-methoxyphenyl)-",109086-77-3,CATPMMKKMWYOSJ-UHFFFAOYSA-N,"2-(4-Methoxyphenyl)-1,3-oxazinane",C11H15NO2,193.110278727,,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID20343264,193.110278727,CC(C)(C)OC(=O)C1=CC=CC=C1N,DTXSID10392403,tert-Butyl 2-aminobenzoate,64113-91-3,HDXMPGOKFMBDHJ-UHFFFAOYSA-N,tert-Butyl 2-aminobenzoate,C11H15NO2,193.110278727,3.91e-06,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,M,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID90299749,193.110278727,CCN(CCO)C1=CC=C(C=O)C=C1,DTXSID60348677,4-[ethyl(2-hydroxyethyl)amino]benzaldehyde,63619-28-3,YOMFQNMFVOQTCI-UHFFFAOYSA-N,4-[Ethyl(2-hydroxyethyl)amino]benzaldehyde,C11H15NO2,193.110278727,7.690000000000001e-07,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,M,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID80893730,193.110278727,COCC(=O)NC(C)C1=CC=CC=C1,DTXSID50356847,2-methoxy-N-[(1R)-1-phenylethyl]acetamide,162929-44-4,LJEDIKNIRTZHGK-SECBINFHSA-N,2-Methoxy-N-[(1R)-1-phenylethyl]acetamide,C11H15NO2,193.110278727,,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID90307939,193.110278727,CC(C)CC(=O)NC1=CC=C(O)C=C1,DTXSID30356880,N-(4-hydroxyphenyl)-3-methylbutanamide,723755-75-7,NFPBLAFQZXIWSX-UHFFFAOYSA-N,N-(4-Hydroxyphenyl)-3-methylbutanamide,C11H15NO2,193.110278727,,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,L,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID30316040,193.110278727,CCCCC(=O)NC1=CC=C(O)C=C1,DTXSID60364998,N-(4-hydroxyphenyl)pentanamide,84928-26-7,ZPUFUUFLTKLBOV-UHFFFAOYSA-N,N-(4-Hydroxyphenyl)pentanamide,C11H15NO2,193.110278727,,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,H,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID60331120,193.110278727,OCC1=CC=C(C=C1)N1CCOCC1,DTXSID80380094,(4-Morpholin-4-yl-phenyl)methanol,280556-71-0,KUAHZNZWSIDSTH-UHFFFAOYSA-N,[4-(Morpholin-4-yl)phenyl]methanol,C11H15NO2,193.110278727,,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID60352012,193.110278727,OCCNC(=O)CCC1=CC=CC=C1,DTXSID80401157,N-(2-hydroxyethyl)-3-phenylpropanamide,51816-46-7,VTJQZJIKUWFIAW-UHFFFAOYSA-N,N-(2-Hydroxyethyl)-3-phenylpropanamide,C11H15NO2,193.110278727,,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
983,mdma,DTXSID90860791,ESI+,2.6176749764,0.1598696,14,24.56,0.1057,193.1108055,4.4898696,193.1108055,DTXCID20406606,193.110278727,CCCCC1=CN=C(C=C1)C(=O)OC,DTXSID90455787,"2-Pyridinecarboxylic acid, 5-butyl-, methyl ester",17072-92-3,QHFSYCQAXCWCQO-UHFFFAOYSA-N,Methyl 5-butylpyridine-2-carboxylate,C11H15NO2,193.110278727,3.75e-06,,,3,,,0.000526773,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,M,QSAR Model,False
