Feature ID,Chemical Name,Tracer DTXSID,Ionization Mode,Mass Error (PPM),Retention Time Difference,Total Detection Count,Total Detection Percentage,Max CV Across Samples,Mass,Retention Time,INPUT,DTXCID_INDIVIDUAL_COMPONENT,MONOISOTOPIC_MASS_INDIVIDUAL_COMPONENT,SMILES_INDIVIDUAL_COMPONENT,DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,IUPAC_NAME,MOLECULAR_FORMULA,MONOISOTOPIC_MASS,EXPOCAST_MEDIAN_EXPOSURE_PREDICTION_MG/KG-BW/DAY,EXPOCAST,NHANES,DATA_SOURCES,TOXCAST_PERCENT_ACTIVE,TOXCAST_NUMBER_OF_ASSAYS/TOTAL,MASS_DIFFERENCE,FOUND_BY,Acute Mammalian Toxicity Oral_score,Acute Mammalian Toxicity Oral_authority,Acute Mammalian Toxicity Inhalation_score,Acute Mammalian Toxicity Inhalation_authority,Acute Mammalian Toxicity Dermal_score,Acute Mammalian Toxicity Dermal_authority,Carcinogenicity_score,Carcinogenicity_authority,Genotoxicity Mutagenicity_score,Genotoxicity Mutagenicity_authority,Endocrine Disruption_score,Endocrine Disruption_authority,Reproductive_score,Reproductive_authority,Developmental_score,Developmental_authority,Neurotoxicity Repeat Exposure_score,Neurotoxicity Repeat Exposure_authority,Neurotoxicity Single Exposure_score,Neurotoxicity Single Exposure_authority,Systemic Toxicity Repeat Exposure_score,Systemic Toxicity Repeat Exposure_authority,Systemic Toxicity Single Exposure_score,Systemic Toxicity Single Exposure_authority,Skin Sensitization_score,Skin Sensitization_authority,Skin Irritation_score,Skin Irritation_authority,Eye Irritation_score,Eye Irritation_authority,Acute Aquatic Toxicity_score,Acute Aquatic Toxicity_authority,Chronic Aquatic Toxicity_score,Chronic Aquatic Toxicity_authority,Persistence_score,Persistence_authority,Bioaccumulation_score,Bioaccumulation_authority,Exposure_score,Exposure_authority,SSM chemical
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID90118249,293.177964365,C[N+](C)([O-])CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,DTXSID50195758,Amitriptylinoxide,4317-14-0,ZPMKQFOGINQDAM-UHFFFAOYSA-N,"3-(10,11-Dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N,N-dimethylpropan-1-amine N-oxide",C20H23NO,293.177964365,,,,36,,,0.000413035,Monoisotopic Mass,M,Screening,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID4026187,293.177964365,OC(C1CN2CCC1CC2)(C1=CC=CC=C1)C1=CC=CC=C1,DTXSID6046187,Quifenadine,10447-39-9,PZMAHNDJABQWGS-UHFFFAOYNA-N,(1-Azabicyclo[2.2.2]octan-3-yl)(diphenyl)methanol,C20H23NO,293.177964365,,,,34,8.86,7/79,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID601012002,293.177964365,CN(C)CCC=C1C2=CC=CC=C2CC(O)C2=CC=CC=C12,DTXSID90873785,10-Hydroxyamitriptyline,1159-82-6,GHWBJXOKAFHZAI-UHFFFAOYNA-N,"5-[3-(Dimethylamino)propylidene]-10,11-dihydro-5H-dibenzo[a,d][7]annulen-10-ol",C20H23NO,293.177964365,,,,24,,,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,ND,,True
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID1041182,293.177964365,CCCCCCCOC1=CC=C(C=C1)C1=CC=C(C=C1)C#N,DTXSID4068747,"[1,1'-Biphenyl]-4-carbonitrile, 4'-(heptyloxy)-",52364-72-4,JPBFKTCKZLMJED-UHFFFAOYSA-N,"4'-(Heptyloxy)[1,1'-biphenyl]-4-carbonitrile",C20H23NO,293.177964365,3e-07,,,22,,,0.000413035,Monoisotopic Mass,L,Screening,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,H,QSAR Model,ND,,I,QSAR Model,VH,QSAR Model,ND,,I,QSAR Model,M,QSAR Model,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID4093433,293.177964365,CN(C)CCCC1(O)C2=CC=CC=C2C=CC2=CC=CC=C12,DTXSID30170942,"5-(3-(Dimethylamino)propyl)-5H-dibenzo(a,d)cyclohepten-5-ol",18029-54-4,VMLRQKQUOMJJAN-UHFFFAOYSA-N,"5-[3-(Dimethylamino)propyl]-5H-dibenzo[a,d][7]annulen-5-ol",C20H23NO,293.177964365,,,,17,,,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,H,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,H,QSAR Model,ND,,I,QSAR Model,VH,QSAR Model,ND,,I,QSAR Model,I,QSAR Model,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID00223272,293.177964365,[H]C12CCC(CC(O)CNC)(C3=C1C=CC=C3)C1=C2C=CC=C1,DTXSID40227299,Levoprotiline,76496-68-9,FDXQKWSTUZCCTM-ZUIJCZDSSA-N,"(2R)-1-(9,10-Ethanoanthracen-9(10H)-yl)-3-(methylamino)propan-2-ol",C20H23NO,293.177964365,,,,16,,,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID80224868,293.177964365,CN(C)CCC1(CCC2=C(C=CC=C2)C1=O)C1=CC=CC=C1,DTXSID60239076,Dexnafenodone,92629-87-3,IOKKIRANVRFSAH-FQEVSTJZSA-N,"(2S)-2-[2-(Dimethylamino)ethyl]-2-phenyl-3,4-dihydronaphthalen-1(2H)-one",C20H23NO,293.177964365,,,,15,,,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID601012002,293.177964365,CN(C)CCC=C1C2=CC=CC=C2CC(O)C2=CC=CC=C12,DTXSID50873786,(E)-10-Hydroxyamitriptyline,64520-05-4,GHWBJXOKAFHZAI-SFQUDFHCNA-N,"(5E)-5-[3-(Dimethylamino)propylidene]-10,11-dihydro-5H-dibenzo[a,d][7]annulen-10-ol",C20H23NO,293.177964365,,,,11,,,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,ND,,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID00223272,293.177964365,[H]C12CCC(CC(O)CNC)(C3=C1C=CC=C3)C1=C2C=CC=C1,DTXSID40866561,"3-(9,10-Ethano-9,10-dihydro-9-anthryl)-1-methylamino-2-propanol",56433-44-4,FDXQKWSTUZCCTM-UHFFFAOYNA-N,"1-(9,10-Ethanoanthracen-9(10H)-yl)-3-(methylamino)propan-2-ol",C20H23NO,293.177964365,,,,8,,,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,ND,,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID601012002,293.177964365,CN(C)CCC=C1C2=CC=CC=C2CC(O)C2=CC=CC=C12,DTXSID10873787,(Z)-10-Hydroxyamitriptyline,72402-20-1,GHWBJXOKAFHZAI-ATVHPVEENA-N,"(5Z)-5-[3-(Dimethylamino)propylidene]-10,11-dihydro-5H-dibenzo[a,d][7]annulen-10-ol",C20H23NO,293.177964365,,,,7,,,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,ND,,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID4026187,293.177964365,OC(C1CN2CCC1CC2)(C1=CC=CC=C1)C1=CC=CC=C1,DTXSID30908989,(1-Azabicyclo[2.2.2]octan-3-yl)(diphenyl)methanol--hydrogen chloride (1/1),10447-38-8,MVCBFPDJWSQMNY-UHFFFAOYNA-N,(1-Azabicyclo[2.2.2]octan-3-yl)(diphenyl)methanol--hydrogen chloride (1/1),C20H24ClNO,329.1546421,,,,7,,,0.000413035,Monoisotopic Mass,M,Screening,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID60202104,293.177964365,CC1C2CC3=C(C=C(O)C=C3)C1(CCN2C)C1=CC=CC=C1,DTXSID70181375,GPA 1658,26862-29-3,MRWZEJOGQLUAKS-CNWLADHASA-N,"(2S,6S,11R)-3,11-Dimethyl-6-phenyl-1,2,3,4,5,6-hexahydro-2,6-methano-3-benzazocin-8-ol--hydrogen chloride (1/1)",C20H24ClNO,329.1546421,,,,6,,,0.000413035,Monoisotopic Mass,H,Screening,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID00876742,293.177964365,O=C(CC(N1CCCCC1)C1=CC=CC=C1)C1=CC=CC=C1,DTXSID30276953,"PROPIOPHENONE, 3-PHENYL-3-PIPERIDINO-",5350-97-0,CVVZGKZBSZURJO-UHFFFAOYSA-N,"1,3-Diphenyl-3-(piperidin-1-yl)propan-1-one",C20H23NO,293.177964365,,,,5,,,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID10812974,293.177964365,CC(C)(C)N1CC(C1C1=CC=CC=C1)C(=O)C1=CC=CC=C1,DTXSID80864460,(1-tert-Butyl-2-phenylazetidin-3-yl)(phenyl)methanone,NOCAS_864460,ZCTKIUWMGOTRNW-UHFFFAOYNA-N,(1-tert-Butyl-2-phenylazetidin-3-yl)(phenyl)methanone,C20H23NO,293.177964365,,,,5,,,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,ND,,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID101381789,293.177964365,CN(C)CCC(OCC#C)(C1=CC=CC=C1)C1=CC=CC=C1,DTXSID20953746,"N,N-Dimethyl-3,3-diphenyl-3-[(prop-2-yn-1-yl)oxy]propan-1-amine",31828-74-7,TVBNXRJDERBRGZ-UHFFFAOYSA-N,"N,N-Dimethyl-3,3-diphenyl-3-[(prop-2-yn-1-yl)oxy]propan-1-amine",C20H23NO,293.177964365,,,,5,,,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,ND,,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID60202104,293.177964365,CC1C2CC3=C(C=C(O)C=C3)C1(CCN2C)C1=CC=CC=C1,DTXSID00932690,"3,11-Dimethyl-6-phenyl-1,2,3,4,5,6-hexahydro-2,6-methano-3-benzazocin-8-ol",14578-59-7,AUNUENZTLHCVBC-UHFFFAOYNA-N,"3,11-Dimethyl-6-phenyl-1,2,3,4,5,6-hexahydro-2,6-methano-3-benzazocin-8-ol",C20H23NO,293.177964365,,,,4,,,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,ND,,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID80224868,293.177964365,CN(C)CCC1(CCC2=C(C=CC=C2)C1=O)C1=CC=CC=C1,DTXSID10869100,"2-[2-(Dimethylamino)ethyl]-2-phenyl-3,4-dihydronaphthalen-1(2H)-one",NOCAS_869100,IOKKIRANVRFSAH-UHFFFAOYNA-N,"2-[2-(Dimethylamino)ethyl]-2-phenyl-3,4-dihydronaphthalen-1(2H)-one",C20H23NO,293.177964365,,,,4,,,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,ND,,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID90952761,293.177964365,CC(C)(C)NC(C(=C)C(=O)C1=CC=CC=C1)C1=CC=CC=C1,DTXSID90296410,MLS002704133,7204-42-4,UNCAQULQGYCEFW-UHFFFAOYSA-N,2-[(tert-Butylamino)(phenyl)methyl]-1-phenylprop-2-en-1-one,C20H23NO,293.177964365,,,,4,,,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID40276343,293.177964365,O=C(NC1CCCCC1)C(C1=CC=CC=C1)C1=CC=CC=C1,DTXSID60325226,"N-cyclohexyl-2,2-diphenylacetamide",24932-56-7,VADSUZLYRLYRDW-UHFFFAOYSA-N,"N-Cyclohexyl-2,2-diphenylacetamide",C20H23NO,293.177964365,,,,4,,,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID00298884,293.177964365,CC(=O)NC1=C2CCCC3=CC=C(CCCC(C=C2)=C1)C=C3,DTXSID10347812,AC1LCECC,24777-34-2,GWQROEQTLXQFKH-UHFFFAOYSA-N,"N-[Tricyclo[10.2.2.2~5,8~]octadeca-1(14),5,7,12,15,17-hexaen-6-yl]acetamide",C20H23NO,293.177964365,,,,4,,,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID30388464,293.177964365,C(N1CCC2(CC1)OCCC1=CC=CC=C21)C1=CC=CC=C1,DTXSID50437640,"1'-benzylspiro[isochroman-1,4'-piperidine]",345294-39-5,XEDYSHNIVSNKMV-UHFFFAOYSA-N,"1'-Benzyl-3,4-dihydrospiro[[2]benzopyran-1,4'-piperidine]",C20H23NO,293.177964365,,,,4,,,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID201441170,293.177964365,O=C1CCCCC1(NCCC1=CC=CC=C1)C1=CC=CC=C1,DTXSID50914325,2-Phenyl-2-[(2-phenylethyl)amino]cyclohexan-1-one--hydrogen chloride (1/1),96783-22-1,SOJNRMFEWLPYNM-UHFFFAOYNA-N,2-Phenyl-2-[(2-phenylethyl)amino]cyclohexan-1-one--hydrogen chloride (1/1),C20H24ClNO,329.1546421,,,,4,,,0.000413035,Monoisotopic Mass,M,Screening,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID101371469,293.177964365,OC1(CC(C2=CC=CC=C12)C1=CC=CC=C1)C1CCCCN1,DTXSID70943091,"3-Phenyl-1-(piperidin-2-yl)-2,3-dihydro-1H-inden-1-ol",20845-62-9,BVCSKXTWXLPCHL-UHFFFAOYNA-N,"3-Phenyl-1-(piperidin-2-yl)-2,3-dihydro-1H-inden-1-ol",C20H23NO,293.177964365,,,,4,,,0.000413035,Monoisotopic Mass,H,Screening,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,VH,QSAR Model,ND,,ND,,I,QSAR Model,ND,,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID801395933,293.177964365,CCCN1CCC2=C3C1CC1=C(C(OC)=CC=C1)C3=CC=C2,DTXSID80968351,"11-Methoxy-6-propyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline",53581-14-9,PZJGVCFSNKRINT-UHFFFAOYNA-N,"11-Methoxy-6-propyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinoline",C20H23NO,293.177964365,,,,4,,,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,VH,QSAR Model,ND,,ND,,I,QSAR Model,ND,,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID701467599,293.177964365,CNCC(O)CC12CCC(C=C1)C1=C2C=CC2=CC=CC=C12,DTXSID40997869,"1-(1,4-Ethanophenanthren-1(4H)-yl)-3-(methylamino)propan-2-ol--hydrogen chloride (1/1)",76496-69-0,GMIQLWVJFGZIPH-KCLAPGSNSA-N,"(2R)-1-(1,4-Ethanophenanthren-1(4H)-yl)-3-(methylamino)propan-2-ol--hydrogen chloride (1/1)",C20H24ClNO,329.1546421,,,,4,,,0.000413035,Monoisotopic Mass,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID80198651,293.177964365,OC1(CCN(CC1)C1CC1c1ccccc1)c1ccccc1,DTXSID20144612,"4-Piperidinol, 4-phenyl-1-(2-phenylcyclopropyl)-, hydrochloride, (E)-",102071-66-9,GFGSQVCRIOQGOZ-GRTNUQQKSA-N,"4-Phenyl-1-[(1R,2S)-2-phenylcyclopropyl]piperidin-4-ol--hydrogen chloride (1/1)",C20H24ClNO,329.1546421,,,,3,,,0.000413035,Monoisotopic Mass,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID80200849,293.177964365,[H]C12CCC(OCCN(C)C)(c3ccccc13)c1ccccc21,DTXSID50165759,"9,10-Ethanoanthracene, 9,10-dihydro-9-(2-(dimethylamino)ethoxy)-, hydrochloride",15495-67-7,JGJLGPGSNJKLGF-UHFFFAOYSA-N,"2-[(9,10-Ethanoanthracen-9(10H)-yl)oxy]-N,N-dimethylethan-1-amine--hydrogen chloride (1/1)",C20H24ClNO,329.1546421,,,,3,,,0.000413035,Monoisotopic Mass,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID8094411,293.177964365,CCN(CC)CC(=O)C=C(C1=CC=CC=C1)C1=CC=CC=C1,DTXSID40171920,"3-Buten-2-one, 1-(diethylamino)-4,4-diphenyl-",1866-44-0,VUAIXTLAEMZHKD-UHFFFAOYSA-N,"1-(Diethylamino)-4,4-diphenylbut-3-en-2-one",C20H23NO,293.177964365,,,,3,,,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID8094413,293.177964365,O=C(CC(C1=CC=CC=C1)C1=CC=CC=C1)CN1CCCC1,DTXSID60171922,"2-Butanone, 4,4-diphenyl-1-(1-pyrrolidinyl)-",1866-55-3,PHOICTQVPHDKCI-UHFFFAOYSA-N,"4,4-Diphenyl-1-(pyrrolidin-1-yl)butan-2-one",C20H23NO,293.177964365,,,,3,,,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID70201385,293.177964365,OC(C(=C)CN1CCCC1)(c1ccccc1)c1ccccc1,DTXSID70172243,"Benzhydrol, alpha-(3-(pyrrolidinyl)-1-propen-2-yl)-, hydrochloride",18872-47-4,MYNGVRYZFGKZHI-UHFFFAOYSA-N,"1,1-Diphenyl-2-[(pyrrolidin-1-yl)methyl]prop-2-en-1-ol--hydrogen chloride (1/1)",C20H24ClNO,329.1546421,,,,3,,,0.000413035,Monoisotopic Mass,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID20139942,293.177964365,CON(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,DTXSID20217451,"5H-Dibenzo(a,d)cycloheptene-delta(sup 5),gamma-propylamine, 10,11-dihydro-N-methoxy-N-methyl-",67195-24-8,KZLGHJSDDRLNGF-UHFFFAOYSA-N,"3-(10,11-Dihydro-5H-dibenzo[a,d][7]annulen-5-ylidene)-N-methoxy-N-methylpropan-1-amine",C20H23NO,293.177964365,,,,3,,,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,H,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
2565,10-hydroxy-amitriptyline,DTXSID90873785,ESI+,1.2872725784,0.0066627,16,28.07,0.1364,293.1783774,6.7066627,293.1783774,DTXCID60140153,293.177964365,CC1=CC2=C(CCC2)C=C1CCNC(=O)CC1=CC=CC=C1,DTXSID10217662,"Benzeneacetamide, N-(2-(2,3-dihydro-6-methyl-1H-inden-5-yl)ethyl)-",67295-91-4,PXQMCCLAQVYYRL-UHFFFAOYSA-N,"N-[2-(6-Methyl-2,3-dihydro-1H-inden-5-yl)ethyl]-2-phenylacetamide",C20H23NO,293.177964365,,,,3,,,0.000413035,Monoisotopic Mass,I,QSAR Model,ND,,ND,,ND,,I,QSAR Model,L,QSAR Model,ND,,I,QSAR Model,ND,,ND,,ND,,ND,,ND,,ND,,ND,,I,QSAR Model,ND,,ND,,I,QSAR Model,I,QSAR Model,False
